Launch_ID,City,Store_ID,Planned_Launch_Date,Owner,Onboarding_Status,Tech_Setup_Status,Testing_Status,Inventory_Readiness,Staffing_Readiness,SOP_Checklist,Expected_Daily_Orders,Planned_Capacity,Readiness_%,Capacity_Utilization_%,Primary_Blocker,Launch_Status,Days_to_or_Past_Launch
LCH10764,Pune,ST414,2026-05-28,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,914,840,100,108.8,Capacity,Go-Live Ready,-54
LCH10765,Pune,ST132,2025-10-23,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1083,688,100,157.4,Capacity,Go-Live Ready,-271
LCH10766,Kolkata,ST387,2025-11-16,Ops-E,Complete,Pending,Pending,Ready,Ready,Pending,332,662,50,50.2,Tech Setup,Delayed,-247
LCH10767,Chennai,ST694,2025-12-15,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,657,1230,100,53.4,None,Go-Live Ready,-218
LCH10768,Ahmedabad,ST143,2025-08-17,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,347,911,100,38.1,None,Go-Live Ready,-338
LCH10769,Delhi NCR,ST717,2025-09-27,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,1296,1438,83,90.1,Inventory,Delayed,-297
LCH10770,Hyderabad,ST101,2025-10-18,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,530,1021,83,51.9,Tech Setup,Delayed,-276
LCH10771,Jaipur,ST673,2025-06-14,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,974,642,100,151.7,Capacity,Go-Live Ready,-402
LCH10772,Mumbai,ST370,2025-01-05,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,1179,1397,83,84.4,Testing,Delayed,-562
LCH10773,Ahmedabad,ST280,2026-01-14,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,1477,434,83,340.3,Testing,Delayed,-188
LCH10774,Kolkata,ST836,2025-03-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,341,1239,100,27.5,None,Go-Live Ready,-489
LCH10775,Ahmedabad,ST618,2026-02-14,Ops-C,Complete,Complete,Passed,Pending,Pending,Complete,1549,1277,67,121.3,Inventory,Delayed,-157
LCH10776,Kolkata,ST203,2025-05-12,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,674,679,100,99.3,None,Go-Live Ready,-435
LCH10777,Hyderabad,ST110,2025-02-11,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1209,1448,100,83.5,None,Go-Live Ready,-525
LCH10778,Chennai,ST683,2025-03-30,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1243,337,100,368.8,Capacity,Go-Live Ready,-478
LCH10779,Kolkata,ST190,2026-02-06,Ops-E,Complete,Pending,Pending,Ready,Ready,Complete,438,1080,67,40.6,Tech Setup,Delayed,-165
LCH10780,Hyderabad,ST326,2025-10-23,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,254,609,100,41.7,None,Go-Live Ready,-271
LCH10781,Hyderabad,ST770,2025-10-22,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,462,405,100,114.1,Capacity,Go-Live Ready,-272
LCH10782,Chennai,ST840,2026-06-10,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1228,855,100,143.6,Capacity,Go-Live Ready,-41
LCH10783,Pune,ST226,2026-02-26,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1280,696,100,183.9,Capacity,Go-Live Ready,-145
LCH10784,Ahmedabad,ST309,2025-01-23,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,456,452,100,100.9,Capacity,Go-Live Ready,-544
LCH10785,Bengaluru,ST197,2025-05-23,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,970,835,100,116.2,Capacity,Go-Live Ready,-424
LCH10786,Bengaluru,ST174,2025-05-25,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,185,1295,100,14.3,None,Go-Live Ready,-422
LCH10787,Mumbai,ST727,2025-08-13,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1306,1265,100,103.2,Capacity,Go-Live Ready,-342
LCH10788,Mumbai,ST291,2026-05-18,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,1036,1469,83,70.5,Staffing,Delayed,-64
LCH10789,Bengaluru,ST782,2025-04-14,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1198,1192,100,100.5,Capacity,Go-Live Ready,-463
LCH10790,Delhi NCR,ST919,2025-02-08,Ops-D,Complete,Complete,Passed,Ready,Pending,Complete,1210,882,83,137.2,Staffing,Delayed,-528
LCH10791,Bengaluru,ST816,2025-07-17,Ops-C,Pending,Complete,Pending,Ready,Ready,Complete,1192,500,67,238.4,Onboarding,Delayed,-369
LCH10792,Mumbai,ST156,2026-01-26,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,184,311,83,59.2,Onboarding,Delayed,-176
LCH10793,Jaipur,ST820,2025-06-28,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,1536,1375,83,111.7,Inventory,Delayed,-388
LCH10794,Mumbai,ST653,2026-03-24,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1591,1067,100,149.1,Capacity,Go-Live Ready,-119
LCH10795,Delhi NCR,ST132,2026-05-15,Ops-E,Pending,Complete,Passed,Ready,Ready,Complete,616,1219,83,50.5,Onboarding,Delayed,-67
LCH10796,Ahmedabad,ST627,2025-01-15,Ops-B,Pending,Pending,Passed,Pending,Ready,Complete,1046,820,50,127.6,Onboarding,Delayed,-552
LCH10797,Bengaluru,ST674,2025-10-16,Ops-A,Complete,Complete,Passed,Ready,Pending,Complete,348,1463,83,23.8,Staffing,Delayed,-278
LCH10798,Chennai,ST767,2026-04-23,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,917,399,100,229.8,Capacity,Go-Live Ready,-89
LCH10799,Jaipur,ST384,2025-08-19,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1384,1460,100,94.8,None,Go-Live Ready,-336
LCH10800,Hyderabad,ST821,2026-02-24,Ops-E,Pending,Complete,Passed,Ready,Ready,Complete,390,1170,83,33.3,Onboarding,Delayed,-147
LCH10801,Delhi NCR,ST932,2025-06-06,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1343,665,100,202.0,Capacity,Go-Live Ready,-410
LCH10802,Mumbai,ST594,2026-07-04,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,443,956,83,46.3,Testing,Delayed,-17
LCH10803,Chennai,ST287,2026-03-17,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1071,460,100,232.8,Capacity,Go-Live Ready,-126
LCH10804,Kolkata,ST598,2025-04-07,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1488,1060,83,140.4,Staffing,Delayed,-470
LCH10805,Pune,ST542,2026-02-15,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1300,474,100,274.3,Capacity,Go-Live Ready,-156
LCH10806,Bengaluru,ST230,2025-10-16,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,617,1411,100,43.7,None,Go-Live Ready,-278
LCH10807,Pune,ST739,2025-09-11,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,516,844,100,61.1,None,Go-Live Ready,-313
LCH10808,Delhi NCR,ST392,2025-07-15,Ops-B,Complete,Complete,Pending,Pending,Pending,Complete,1194,776,50,153.9,Testing,Delayed,-371
LCH10809,Kolkata,ST214,2026-06-06,Ops-C,Complete,Complete,Failed,Ready,Ready,Complete,465,582,83,79.9,Testing,Delayed,-45
LCH10810,Kolkata,ST299,2026-06-01,Ops-A,Complete,Complete,Passed,Ready,Pending,Pending,907,1256,67,72.2,Staffing,Delayed,-50
LCH10811,Kolkata,ST113,2025-04-28,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,1263,751,83,168.2,Inventory,Delayed,-449
LCH10812,Hyderabad,ST371,2025-06-08,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,1577,381,83,413.9,Inventory,Delayed,-408
LCH10813,Delhi NCR,ST701,2025-08-16,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,600,1115,100,53.8,None,Go-Live Ready,-339
LCH10814,Ahmedabad,ST315,2025-08-04,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,927,819,100,113.2,Capacity,Go-Live Ready,-351
LCH10815,Pune,ST544,2025-01-15,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,1057,433,83,244.1,Testing,Delayed,-552
LCH10816,Ahmedabad,ST890,2025-06-06,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,1323,746,83,177.3,SOP,Delayed,-410
LCH10817,Chennai,ST612,2025-09-18,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,595,417,83,142.7,Tech Setup,Delayed,-306
LCH10818,Kochi,ST547,2025-06-06,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,1106,1048,83,105.5,Inventory,Delayed,-410
LCH10819,Jaipur,ST815,2025-02-16,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,229,1473,83,15.5,Tech Setup,Delayed,-520
LCH10820,Jaipur,ST174,2025-11-20,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1190,945,100,125.9,Capacity,Go-Live Ready,-243
LCH10821,Ahmedabad,ST637,2025-05-10,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,287,678,83,42.3,Tech Setup,Delayed,-437
LCH10822,Kochi,ST201,2026-02-15,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,801,907,100,88.3,None,Go-Live Ready,-156
LCH10823,Kochi,ST276,2025-04-05,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,1000,1265,83,79.1,Inventory,Delayed,-472
LCH10824,Bengaluru,ST527,2025-10-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,701,824,100,85.1,None,Go-Live Ready,-275
LCH10825,Chennai,ST217,2025-10-10,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,223,1440,100,15.5,None,Go-Live Ready,-284
LCH10826,Delhi NCR,ST266,2025-03-10,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1247,875,100,142.5,Capacity,Go-Live Ready,-498
LCH10827,Kochi,ST141,2025-01-11,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,199,1236,100,16.1,None,Go-Live Ready,-556
LCH10828,Mumbai,ST529,2025-09-11,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,1183,961,83,123.1,SOP,Delayed,-313
LCH10829,Jaipur,ST444,2026-07-04,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1276,1175,100,108.6,Capacity,Go-Live Ready,-17
LCH10830,Mumbai,ST524,2025-05-14,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,537,311,83,172.7,Inventory,Delayed,-433
LCH10831,Chennai,ST466,2025-01-23,Ops-D,Complete,Complete,Passed,Ready,Ready,Pending,534,1413,83,37.8,SOP,Delayed,-544
LCH10832,Kochi,ST220,2025-12-12,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,448,687,83,65.2,Staffing,Delayed,-221
LCH10833,Pune,ST709,2025-10-29,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,488,382,100,127.7,Capacity,Go-Live Ready,-265
LCH10834,Jaipur,ST757,2025-12-29,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1562,1275,100,122.5,Capacity,Go-Live Ready,-204
LCH10835,Bengaluru,ST828,2026-01-31,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,623,695,83,89.6,Testing,Delayed,-171
LCH10836,Bengaluru,ST329,2025-08-06,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,765,844,83,90.6,Tech Setup,Delayed,-349
LCH10837,Kolkata,ST925,2025-05-21,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1111,960,100,115.7,Capacity,Go-Live Ready,-426
LCH10838,Hyderabad,ST230,2025-07-29,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,941,939,83,100.2,SOP,Delayed,-357
LCH10839,Kochi,ST452,2026-04-05,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1315,399,83,329.6,Staffing,Delayed,-107
LCH10840,Chennai,ST989,2025-12-22,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1343,756,100,177.6,Capacity,Go-Live Ready,-211
LCH10841,Jaipur,ST418,2025-11-20,Ops-D,Complete,Complete,Passed,Ready,Pending,Complete,162,1173,83,13.8,Staffing,Delayed,-243
LCH10842,Hyderabad,ST749,2025-05-13,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,598,627,100,95.4,None,Go-Live Ready,-434
LCH10843,Chennai,ST936,2025-05-07,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,323,1023,100,31.6,None,Go-Live Ready,-440
LCH10844,Ahmedabad,ST437,2025-04-16,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1305,373,100,349.9,Capacity,Go-Live Ready,-461
LCH10845,Kochi,ST373,2026-01-13,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,744,1419,83,52.4,Testing,Delayed,-189
LCH10846,Delhi NCR,ST217,2025-02-20,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1081,391,100,276.5,Capacity,Go-Live Ready,-516
LCH10847,Delhi NCR,ST918,2025-01-29,Ops-C,Complete,Complete,Passed,Pending,Pending,Complete,418,629,67,66.5,Inventory,Delayed,-538
LCH10848,Kochi,ST468,2026-04-07,Ops-E,Complete,Complete,Pending,Ready,Pending,Complete,1424,474,67,300.4,Testing,Delayed,-105
LCH10849,Kolkata,ST194,2025-10-23,Ops-B,Complete,Complete,Pending,Ready,Pending,Complete,1543,614,67,251.3,Testing,Delayed,-271
LCH10850,Kolkata,ST268,2025-10-24,Ops-A,Pending,Complete,Passed,Ready,Ready,Pending,767,796,67,96.4,Onboarding,Delayed,-270
LCH10851,Delhi NCR,ST815,2026-02-11,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,922,727,83,126.8,Staffing,Delayed,-160
LCH10852,Pune,ST441,2026-02-09,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,1014,334,83,303.6,Tech Setup,Delayed,-162
LCH10853,Jaipur,ST761,2025-12-12,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,675,418,83,161.5,Inventory,Delayed,-221
LCH10854,Delhi NCR,ST795,2026-02-24,Ops-C,Complete,Pending,Failed,Pending,Ready,Pending,1037,1224,33,84.7,Tech Setup,Delayed,-147
LCH10855,Pune,ST252,2025-07-01,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,821,1127,100,72.8,None,Go-Live Ready,-385
LCH10856,Hyderabad,ST686,2025-01-01,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,327,1428,83,22.9,Staffing,Delayed,-566
LCH10857,Pune,ST977,2026-01-06,Ops-D,Complete,Pending,Pending,Ready,Pending,Complete,408,689,50,59.2,Tech Setup,Delayed,-196
LCH10858,Hyderabad,ST374,2026-03-07,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,409,475,100,86.1,None,Go-Live Ready,-136
LCH10859,Chennai,ST654,2025-11-05,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1308,405,100,323.0,Capacity,Go-Live Ready,-258
LCH10860,Mumbai,ST596,2025-05-17,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,792,891,83,88.9,Testing,Delayed,-430
LCH10861,Chennai,ST824,2025-07-21,Ops-E,Complete,Pending,Pending,Pending,Ready,Complete,230,1486,50,15.5,Tech Setup,Delayed,-365
LCH10862,Delhi NCR,ST201,2026-03-12,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,1540,1213,83,127.0,Testing,Delayed,-131
LCH10863,Hyderabad,ST657,2025-11-09,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1232,1254,100,98.2,None,Go-Live Ready,-254
LCH10864,Delhi NCR,ST182,2025-04-27,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1247,1252,100,99.6,None,Go-Live Ready,-450
LCH10865,Kochi,ST629,2025-09-01,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,1412,1160,83,121.7,Tech Setup,Delayed,-323
LCH10866,Jaipur,ST173,2026-06-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,278,426,100,65.3,None,Go-Live Ready,-30
LCH10867,Bengaluru,ST114,2025-03-16,Ops-A,Complete,Complete,Failed,Pending,Ready,Complete,561,1123,67,50.0,Testing,Delayed,-492
LCH10868,Delhi NCR,ST533,2026-01-21,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,464,533,100,87.1,None,Go-Live Ready,-181
LCH10869,Jaipur,ST257,2025-07-29,Ops-B,Complete,Complete,Passed,Ready,Ready,Pending,1547,966,83,160.1,SOP,Delayed,-357
LCH10870,Pune,ST835,2026-04-20,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1311,1230,100,106.6,Capacity,Go-Live Ready,-92
LCH10871,Chennai,ST232,2026-02-22,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,604,436,100,138.5,Capacity,Go-Live Ready,-149
LCH10872,Pune,ST438,2025-12-13,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,764,855,83,89.4,Inventory,Delayed,-220
LCH10873,Bengaluru,ST504,2026-06-13,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1048,1058,100,99.1,None,Go-Live Ready,-38
LCH10874,Hyderabad,ST476,2025-06-28,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,1052,1472,83,71.5,Inventory,Delayed,-388
LCH10875,Kochi,ST988,2025-07-01,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1182,355,100,333.0,Capacity,Go-Live Ready,-385
LCH10876,Jaipur,ST659,2025-01-25,Ops-E,Pending,Complete,Pending,Ready,Ready,Complete,381,655,67,58.2,Onboarding,Delayed,-542
LCH10877,Kochi,ST207,2025-06-29,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,760,1222,100,62.2,None,Go-Live Ready,-387
LCH10878,Mumbai,ST720,2026-05-16,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,879,1112,100,79.0,None,Go-Live Ready,-66
LCH10879,Delhi NCR,ST365,2025-06-10,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1114,1386,83,80.4,Tech Setup,Delayed,-406
LCH10880,Hyderabad,ST305,2025-06-26,Ops-C,Pending,Complete,Pending,Ready,Ready,Complete,1570,1386,67,113.3,Onboarding,Delayed,-390
LCH10881,Mumbai,ST179,2025-10-12,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1031,1105,100,93.3,None,Go-Live Ready,-282
LCH10882,Ahmedabad,ST255,2025-03-04,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,467,1352,100,34.5,None,Go-Live Ready,-504
LCH10883,Delhi NCR,ST883,2025-06-05,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,671,899,83,74.6,Inventory,Delayed,-411
LCH10884,Pune,ST347,2026-04-14,Ops-A,Complete,Pending,Passed,Pending,Ready,Complete,1260,867,67,145.3,Tech Setup,Delayed,-98
LCH10885,Chennai,ST631,2025-02-18,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,865,1004,83,86.2,Tech Setup,Delayed,-518
LCH10886,Jaipur,ST958,2025-03-25,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,1491,911,83,163.7,Inventory,Delayed,-483
LCH10887,Bengaluru,ST638,2025-12-27,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1506,440,100,342.3,Capacity,Go-Live Ready,-206
LCH10888,Bengaluru,ST829,2025-05-28,Ops-B,Complete,Complete,Failed,Ready,Pending,Complete,1533,860,67,178.3,Testing,Delayed,-419
LCH10889,Pune,ST254,2025-12-08,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1414,798,100,177.2,Capacity,Go-Live Ready,-225
LCH10890,Kolkata,ST254,2026-04-21,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,1229,926,83,132.7,Inventory,Delayed,-91
LCH10891,Bengaluru,ST786,2025-03-04,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1283,801,100,160.2,Capacity,Go-Live Ready,-504
LCH10892,Jaipur,ST192,2025-12-26,Ops-A,Complete,Complete,Passed,Ready,Pending,Complete,1222,1040,83,117.5,Staffing,Delayed,-207
LCH10893,Pune,ST533,2025-11-23,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1189,1063,100,111.9,Capacity,Go-Live Ready,-240
LCH10894,Hyderabad,ST438,2025-05-21,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1246,974,100,127.9,Capacity,Go-Live Ready,-426
LCH10895,Bengaluru,ST580,2025-08-03,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1033,348,100,296.8,Capacity,Go-Live Ready,-352
LCH10896,Kochi,ST793,2026-03-11,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,351,926,100,37.9,None,Go-Live Ready,-132
LCH10897,Pune,ST231,2025-11-14,Ops-D,Complete,Complete,Passed,Ready,Ready,Pending,242,979,83,24.7,SOP,Delayed,-249
LCH10898,Jaipur,ST550,2025-02-01,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,1206,576,83,209.4,Inventory,Delayed,-535
LCH10899,Kochi,ST910,2025-10-12,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,568,346,83,164.2,Staffing,Delayed,-282
LCH10900,Delhi NCR,ST887,2025-11-01,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1376,1225,83,112.3,Staffing,Delayed,-262
LCH10901,Delhi NCR,ST373,2026-03-05,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,700,515,100,135.9,Capacity,Go-Live Ready,-138
LCH10902,Bengaluru,ST688,2026-04-22,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,775,529,83,146.5,Staffing,Delayed,-90
LCH10903,Kochi,ST277,2025-10-13,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,994,622,83,159.8,Tech Setup,Delayed,-281
LCH10904,Chennai,ST796,2025-05-24,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,1031,524,83,196.8,Testing,Delayed,-423
LCH10905,Delhi NCR,ST931,2026-02-28,Ops-D,Complete,Complete,Failed,Pending,Ready,Pending,869,345,50,251.9,Testing,Delayed,-143
LCH10906,Chennai,ST743,2025-01-19,Ops-A,Complete,Complete,Failed,Ready,Ready,Complete,1485,1337,83,111.1,Testing,Delayed,-548
LCH10907,Hyderabad,ST975,2025-01-18,Ops-E,Complete,Pending,Passed,Pending,Ready,Complete,1093,932,67,117.3,Tech Setup,Delayed,-549
LCH10908,Pune,ST149,2026-01-06,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,543,674,100,80.6,None,Go-Live Ready,-196
LCH10909,Mumbai,ST667,2025-06-24,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,958,1002,100,95.6,None,Go-Live Ready,-392
LCH10910,Jaipur,ST766,2025-07-13,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1021,1286,100,79.4,None,Go-Live Ready,-373
LCH10911,Pune,ST455,2026-05-17,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1384,632,100,219.0,Capacity,Go-Live Ready,-65
LCH10912,Jaipur,ST812,2025-04-23,Ops-A,Complete,Complete,Failed,Ready,Ready,Complete,1016,465,83,218.5,Testing,Delayed,-454
LCH10913,Kochi,ST408,2025-04-24,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,720,806,83,89.3,Staffing,Delayed,-453
LCH10914,Hyderabad,ST968,2025-08-10,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1329,416,100,319.5,Capacity,Go-Live Ready,-345
LCH10915,Ahmedabad,ST985,2025-09-21,Ops-B,Pending,Complete,Passed,Ready,Ready,Complete,783,1242,83,63.0,Onboarding,Delayed,-303
LCH10916,Bengaluru,ST730,2025-02-24,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,781,935,83,83.5,Testing,Delayed,-512
LCH10917,Jaipur,ST875,2026-04-03,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,958,756,83,126.7,Inventory,Delayed,-109
LCH10918,Jaipur,ST146,2025-06-11,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,471,1168,83,40.3,Staffing,Delayed,-405
LCH10919,Kochi,ST402,2026-01-15,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,723,515,83,140.4,Testing,Delayed,-187
LCH10920,Chennai,ST968,2025-03-28,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1213,412,100,294.4,Capacity,Go-Live Ready,-480
LCH10921,Pune,ST508,2025-02-24,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1213,1339,100,90.6,None,Go-Live Ready,-512
LCH10922,Ahmedabad,ST289,2026-04-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1019,515,100,197.9,Capacity,Go-Live Ready,-91
LCH10923,Kolkata,ST922,2025-06-27,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1363,726,83,187.7,Staffing,Delayed,-389
LCH10924,Bengaluru,ST930,2026-01-26,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,895,1458,100,61.4,None,Go-Live Ready,-176
LCH10925,Mumbai,ST229,2025-12-15,Ops-E,Complete,Complete,Passed,Ready,Pending,Pending,1188,1366,67,87.0,Staffing,Delayed,-218
LCH10926,Kolkata,ST661,2025-01-08,Ops-C,Complete,Complete,Failed,Ready,Ready,Pending,1297,1063,67,122.0,Testing,Delayed,-559
LCH10927,Pune,ST637,2025-11-09,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1453,583,100,249.2,Capacity,Go-Live Ready,-254
LCH10928,Bengaluru,ST366,2026-03-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1086,1133,100,95.9,None,Go-Live Ready,-124
LCH10929,Jaipur,ST218,2025-11-24,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1108,1421,100,78.0,None,Go-Live Ready,-239
LCH10930,Mumbai,ST564,2025-02-23,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,197,1383,100,14.2,None,Go-Live Ready,-513
LCH10931,Chennai,ST244,2025-08-27,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,338,529,100,63.9,None,Go-Live Ready,-328
LCH10932,Ahmedabad,ST542,2025-08-17,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,453,684,83,66.2,Tech Setup,Delayed,-338
LCH10933,Chennai,ST300,2025-02-20,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1278,458,83,279.0,Tech Setup,Delayed,-516
LCH10934,Hyderabad,ST257,2025-09-21,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,518,1123,83,46.1,Onboarding,Delayed,-303
LCH10935,Kochi,ST587,2026-02-22,Ops-E,Complete,Pending,Passed,Pending,Ready,Complete,609,770,67,79.1,Tech Setup,Delayed,-149
LCH10936,Bengaluru,ST960,2025-04-06,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,396,507,100,78.1,None,Go-Live Ready,-471
LCH10937,Chennai,ST234,2025-03-29,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,413,473,100,87.3,None,Go-Live Ready,-479
LCH10938,Kolkata,ST248,2025-03-19,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,1379,1404,83,98.2,Tech Setup,Delayed,-489
LCH10939,Kochi,ST436,2025-10-15,Ops-E,Complete,Complete,Passed,Ready,Ready,Pending,679,1341,83,50.6,SOP,Delayed,-279
